name,gender,age,location,status,username,ethnicity,occupation,description,match_age,children,orientation,religion,smoking,drinking,intent,target
RORRO,male,53 y.o.,"Salamanca, Gto., México",divorced,RORRO,hispanic,PROFESOR DE EDUCACIÓN SECUNDARIAS,"HOGAREÑO, ME ATRAEN LAS MUJERES CULTAS, ME GUSTA LA NATURALEZA, LA CAZA , LA PESCA Y CONOCER NUEVOS LUGARES",from 30 to 50,more than 2 living elsewhere,Straight,Atheist,non-smoker,never,"Serious Relationship, Marriage",Female
Katco,female,66 y.o.,"Columbus, OH, USA",divorced,Katco,white,Counselor,-,from 55 to 86,no children,Straight,Christian,non-smoker,social drinker,"Fun, Friendship, Romance",Male
Lia293,female,25 y.o.,"Chernivtsi, Chernivtsi Oblast, Ukraine, 58000",single,Lia293,white,Модель,-,from 19 to 86,no children,Straight,Christian,non-smoker,never,"Romance, Serious Relationship",Male
Davidco,male,30 y.o.,"Tarapoto, Perú",single,Davidco,white,Operador de subestación,-,from 19 to 86,want children,Straight,Other,non-smoker,never,Serious Relationship,Female
Alex064,male,47 y.o.,"Sandy, UT, USA",divorced,Alex064,hispanic,construccion,-,from 19 to 86,more than 2 living elsewhere,Straight,Other,non-smoker,never,Serious Relationship,Female
jmack100,female,36 y.o.,"Los Angeles, CA, USA",divorced,jmack100,black,sales self employed,-,from 32 to 42,no children,Straight,Christian,non-smoker,never,"Fun, Serious Relationship, Marriage",Male
MIkecarabam,male,30 y.o.,"Barcelona, Spain",single,MIkecarabam,hispanic,Encargado de restaurantes,"Hola soy un chico venezolano que se enamoro de los paises bajos, quiero conseguir a una mujer que quiera emprender la.vida conmigo y sacar adelante un gran futuro , deseo estudiar ciencias politicas internacionales. El cambio viene desde adentro ! Peace !",from 19 to 45,no children,Straight,Other,light smoker,social drinker,"Romance, Serious Relationship, Marriage",Female
Dani27,male,31 y.o.,"Santa Cruz de la Sierra, Bolivia",single,Dani27,white,-,-,from 19 to 86,don't want children,Bisexual,Other,non-smoker,never,Serious Relationship,Female
Naz1012,male,34 y.o.,"Portland, OR, USA",single,Naz1012,white,Businessman,im very open minded and dont like boring relationships,from 19 to 86,no children,Straight,Christian,non-smoker,social drinker,"Serious Relationship, Marriage",Female
Deyaneira,female,40 y.o.,"Quito, Ecuador",single,Deyaneira,mixed,-,-,from 36 to 48,no children,Straight,Christian,social smoker,social drinker,"Friendship, Romance",Male
Ricgonzalez,male,38 y.o.,"Mexico City, CDMX, Mexico",separated,Ricgonzalez,hispanic,Licenciado,-,from 19 to 86,more than 2 living elsewhere,Straight,Other,non-smoker,never,"Fun, Friendship, Romance, Serious Relationship, Marriage",Female
Flightcrew777,male,27 y.o.,"Chicago, IL, USA",single,Flightcrew777,hispanic,Music producer,-,from 19 to 50,no children,Straight,Other,non-smoker,occasional drinker,"Friendship, Romance",Female
Aminregency,male,45 y.o.,"Barcelona, Spain",separated,Aminregency,white,Informatic technical,-,from 19 to 86,no children,Straight,Atheist,light smoker,occasional drinker,Serious Relationship,Female
ana_mel,female,23 y.o.,"London, UK",single,ana_mel,black,student,-,from 19 to 51,want children,Straight,Christian,non-smoker,never,"Friendship, Romance, Serious Relationship, Marriage",Male
Liset,female,36 y.o.,"Havana, Cuba",single,Liset,white,Licenciada,-,from 19 to 86,1-2 living with me,Straight,Other,non-smoker,occasional drinker,"Friendship, Serious Relationship",Female
KittyDragon,female,41 y.o.,"Moscow Mills, MO, USA",separated,KittyDragon,white,-,-,from 34 to 41,no children,Straight,Spiritual,non-smoker,social drinker,Serious Relationship,Male
Datninja404,male,33 y.o.,"Baton Rouge, LA, USA",divorced,Datninja404,black,Warwhouse,-,from 19 to 86,1-2 living elsewhere,Straight,Other,social smoker,social drinker,Serious Relationship,Female
Vic53,male,57 y.o.,"San Salvador, El Salvador",single,Vic53,hispanic,Electromecanico,-,from 44 to 53,more than 2 living elsewhere,Straight,Christian,non-smoker,never,Serious Relationship,Female
narutopez,male,39 y.o.,"Caracas, Distrito Capital, Venezuela",single,narutopez,hispanic,-,-,from 23 to 40,no children,Straight,Christian,non-smoker,never,Serious Relationship,Female
Pedro_12,male,30 y.o.,"Panama City, Panama",single,Pedro_12,mixed,-,-,from 19 to 48,no children,Straight,Christian,light smoker,social drinker,Friendship,Female
tomvichas,male,34 y.o.,"Machala, Ecuador",single,tomvichas,mixed,-,-,from 19 to 45,no children,Straight,Other,non-smoker,social drinker,"Fun, Friendship",Female
Djmc36,male,40 y.o.,"Maracaibo 4002, Zulia, Venezuela",single,Djmc36,white,Comunicador social,-,from 19 to 86,no children,Homosexual,Christian,non-smoker,social drinker,Friendship,Male
Leoboss,male,43 y.o.,"Caracas, Capital District, Venezuela",single,Leoboss,white,-,-,from 19 to 86,no children,Straight,Christian,non-smoker,never,Romance,Female
Edu31,male,35 y.o.,"Hof, Germany",separated,Edu31,hispanic,-,-,from 19 to 45,1-2 living elsewhere,Straight,Other,social smoker,social drinker,"Fun, Friendship, Serious Relationship",Female
santiago123,male,31 y.o.,"Ibagué, Tolima, Colombia",single,santiago123,mixed,Administrador De Empresa,-,from 20 to 35,want children,Straight,Spiritual,non-smoker,occasional drinker,Romance,Female
OscarRe,male,31 y.o.,"Manaus, State of Amazonas, Brazil",single,OscarRe,hispanic,-,-,from 19 to 86,no children,Straight,Christian,non-smoker,social drinker,"Fun, Friendship, Romance, Serious Relationship, Marriage",Female
PurePassion,male,45 y.o.,"Evansville, IN, USA",single,PurePassion,white,Financial advisor,"100% pure pleasure and passion like you dream of!
Well educated
Well skilled",from 19 to 86,1-2 living with me,Straight,Spiritual,social smoker,social drinker,"Fun, Friendship, Romance",Female
Mariyana,female,48 y.o.,"Kyiv, Ukraine, 02000",widowed,Mariyana,white,Lawyer,-,from 45 to 55,no children,Straight,Christian,non-smoker,social drinker,Serious Relationship,Male
Pamela123,female,31 y.o.,"Santa Cruz de la Sierra, Bolivia",single,Pamela123,hispanic,Estudiante,-,from 23 to 28,no children,Straight,Christian,non-smoker,social drinker,"Friendship, Romance, Serious Relationship",Male
Mey,female,56 y.o.,"Miami, Florida, EE. UU.",single,Mey,white,Salud,-,from 48 to 58,1-2 living with me,Straight,Spiritual,non-smoker,occasional drinker,Serious Relationship,Male
AlejandroMagno34,male,38 y.o.,"Montevideo, Departamento de Montevideo, Uruguay",single,AlejandroMagno34,hispanic,-,"Simpatico , Sincero ,muy frontal , con ganas de conocer muchas personas divertidas y que aporten a uno.",from 19 to 38,no children,Straight,Christian,non-smoker,social drinker,"Fun, Friendship, Romance, Serious Relationship",Female
Andrrs27,male,40 y.o.,"Bogotá, Colombia",single,Andrrs27,white,Programador,"Me gusta experimentar nuevas cosas, escribir poesía y el deporte",from 19 to 70,1-2 living elsewhere,Straight,Other,non-smoker,occasional drinker,Friendship,Female
JuanRjas,male,32 y.o.,"Barranquilla, Atlántico, Colombia",single,JuanRjas,hispanic,Ingeniero,"Divertido para hacerte reír, interesante para enamorarte",from 19 to 40,no children,Straight,Other,social smoker,occasional drinker,"Romance, Serious Relationship, Marriage",Female
Natalia9,female,38 y.o.,"Bogotá, Colombia",single,Natalia9,hispanic,Psicologa,-,from 19 to 86,no children,Straight,Spiritual,non-smoker,social drinker,Serious Relationship,Female
Javi12,male,36 y.o.,"Bogotá, Colombia",single,Javi12,hispanic,Traductor,-,from 19 to 86,no children,Straight,Other,non-smoker,social drinker,"Romance, Serious Relationship",Female
Eliomar,male,30 y.o.,"Bogotá, Colombia",single,Eliomar,black,Bachiller terminado aministracion de empresa d,Soy un chico muy carismático me gustan las cosas buenas me gusta compartir salir soy muy alegre no me gustan los problemas me gusta mucho darle cariño y amor a la mujer tratarlas como una princesa ET:,from 19 to 86,no children,Straight,Other,social smoker,occasional drinker,"Friendship, Romance, Serious Relationship",Female
CarlosHernandez02,male,32 y.o.,"San Salvador, El Salvador",single,CarlosHernandez02,white,Tecnico de soporte,-,from 19 to 40,no children,Straight,Christian,non-smoker,never,"Friendship, Romance",Female
Afspecial68,male,77 y.o.,"Burgaw, NC 28425, USA",single,Afspecial68,white,Retired,Honest trustworthy passionate caring down to earth not into any drugs,from 30 to 42,1-2 living elsewhere,Straight,Other,non-smoker,never,"Serious Relationship, Marriage",Female
Estefa1,female,32 y.o.,"Medellín, Antioquia, Colombia",single,Estefa1,white,Secretaria,-,from 27 to 38,no children,Straight,Spiritual,non-smoker,occasional drinker,Friendship,Male
Stino,male,37 y.o.,"Antwerp, Belgium",single,Stino,white,-,"Plezier, avontuur en experimenteren zonder verplichtingen",from 19 to 45,1-2 living with me,Straight,Atheist,social smoker,occasional drinker,"Fun, Friendship",Female
Craigor2,male,45 y.o.,"Barnegat Township, NJ, USA",single,Craigor2,white,Contractor/builder,-,from 27 to 45,1-2 living elsewhere,Straight,Other,non-smoker,social drinker,"Fun, Friendship, Romance, Serious Relationship",Female
JcCarlos,male,35 y.o.,"Cartagena, Cartagena Province, Bolivar, Colombia",single,JcCarlos,hispanic,Arquitecto,"I am from Colombia right now I am in Colombia, I plan to travel to Canada but some things have been postponed due to the Pandemic issue. I would like to meet a woman for me!",from 19 to 86,no children,Straight,Other,non-smoker,occasional drinker,"Friendship, Serious Relationship, Marriage",Female
cunnetc12,female,56 y.o.,"Frankfurt, Germany",widowed,cunnetc12,white,health Asistance,": Welcome to my profile and I'm really happy, that you have paid precious attention to me by reading my words, concerning myself and my personality! I would describe myself in some words as energetic, happy, with a sense of humor and quite often may be in some funny or awkward life's stories. Secondly, I'm very sincere and honest. Definitely, I prefer speaking the truth and I love hearing, when people are telling the truth to me. I am a very aimed personality. I have achieved many things in my life, but I realized that I missed one important thing - family. I understand clearly that the most important thing for me is to meet the right man now. I am a caring and lovely lady and I know how to make my man happy. I want to create a strong family, where there is not going to be ME and YOU, there will be only WE! We are the best base for strong family in harmony! I am waiting for you, my future husband.",from 40 to 86,no children,Straight,Christian,non-smoker,never,"Fun, Friendship, Romance, Serious Relationship, Marriage",Male
Oliviadelrosariobaeza,female,40 y.o.,"Brașov, Rumanía",separated,Oliviadelrosariobaeza,native american,Enfermeria,Quiero ir de trotamundos y recorrer el mundo junto a mi nuevo esposo.,from 19 to 86,don't want children,Straight,Christian,social smoker,social drinker,"Romance, Serious Relationship, Marriage",Male
Adolfo72,male,52 y.o.,"Caracas, Distrito Capital, Venezuela",single,Adolfo72,hispanic,cantante,-,from 25 to 55,1-2 living with me,Straight,Christian,non-smoker,social drinker,Friendship,Female
Edward91,male,32 y.o.,"Lima, Perú",separated,Edward91,hispanic,Operador maquinas tm,-,from 19 to 86,want children,Straight,Other,social smoker,social drinker,Marriage,Female
Oscarraul,male,39 y.o.,"Lima, Perú",separated,Oscarraul,mixed,Operador de Seguridad,-,from 30 to 50,more than 2 living elsewhere,Straight,Other,social smoker,social drinker,"Friendship, Romance, Serious Relationship, Marriage",Male
eden07,male,35 y.o.,"Bogotá, Colombia",single,eden07,white,publicista,-,from 19 to 40,no children,Straight,Christian,non-smoker,occasional drinker,Friendship,Female
Maximilian1,male,60 y.o.,"Nicosia, Cyprus",separated,Maximilian1,white,Purchasing,-,from 19 to 86,1-2 living elsewhere,Straight,Christian,non-smoker,occasional drinker,Friendship,Female
MimiG,female,39 y.o.,"Piggs Peak, Eswatini",single,MimiG,black,High school teacher,-,from 40 to 60,1-2 living with me,Straight,Christian,non-smoker,never,Serious Relationship,Male
LillyRay,female,39 y.o.,"Fort Myers, FL, USA",single,LillyRay,white,Business Owner,-,from 19 to 86,want children,Bisexual,Other,social smoker,occasional drinker,"Fun, Friendship, Romance, Serious Relationship","Male, Female"
T0ggl3,male,53 y.o.,"Woodland Park, CO 80863, USA",single,T0ggl3,white,self employed,-,from 19 to 86,no children,Straight,Other,social smoker,social drinker,"Fun, Friendship, Serious Relationship",Female
MilanXD,male,34 y.o.,"Cusco, Perú",single,MilanXD,hispanic,Ingeniero,-,from 20 to 29,no children,Straight,Christian,non-smoker,social drinker,"Friendship, Romance, Serious Relationship",Female
Olgi,female,54 y.o.,"Avellaneda, Provincia de Buenos Aires, Argentina",separated,Olgi,hispanic,Peluquera,-,from 19 to 86,more than 2 living with me,Straight,Christian,social smoker,social drinker,Serious Relationship,Female
Loganburns1,male,46 y.o.,"Tucson, AZ, USA",single,Loganburns1,white,Owner of plumbing business,-,from 19 to 58,1-2 living with me,Straight,Other,light smoker,social drinker,"Romance, Serious Relationship, Marriage",Female
CamiloDvera,male,38 y.o.,"Ocaña, Norte de Santander, Colombia",single,CamiloDvera,hispanic,abogado,-,from 19 to 86,no children,Straight,Christian,non-smoker,social drinker,Romance,Female
MiguelonRivera,male,31 y.o.,"Ogden, UT, USA",single,MiguelonRivera,native american,Constructor,-,from 19 to 86,no children,Straight,Other,light smoker,occasional drinker,"Fun, Friendship, Romance, Serious Relationship, Marriage",Female
Alejandroleon,male,30 y.o.,"Maracay, Aragua, Venezuela",single,Alejandroleon,hispanic,Comerciante,"Soy divertido, amante de los memes, el humor negro, la buena música y una compañía que disfrute de la ola",from 19 to 31,want children,Straight,Christian,light smoker,occasional drinker,"Fun, Friendship, Romance, Serious Relationship, Marriage",Female
Olgui,female,48 y.o.,"Santiago de Cuba, Cuba",single,Olgui,white,GESTOR DE NEGOCIOS,-,from 45 to 65,1-2 living with me,Straight,Other,non-smoker,never,"Friendship, Serious Relationship, Marriage",Male
Dylam1741,female,55 y.o.,"Maracaibo, Zulia, Venezuela",divorced,Dylam1741,white,Comerciante,"¡¡ soy una mujer. Atenta ,.sensible, romántica,sociable, muy sincera y honesta",from 40 to 60,more than 2 living elsewhere,Straight,Christian,non-smoker,occasional drinker,Serious Relationship,Male
Emma21,female,25 y.o.,"Cardiff, Reino Unido",single,Emma21,white,-,-,from 19 to 86,no children,Straight,Other,non-smoker,never,Fun,Male
Miguel87,male,36 y.o.,"Oaxaca de Juárez, Oax., México",in relationship,Miguel87,hispanic,Construccion,-,from 19 to 50,1-2 living with me,Straight,Other,non-smoker,never,Friendship,Female
zamy74,female,50 y.o.,"Cartagena, Cartagena Province, Bolivar, Colombia",single,zamy74,hispanic,Human Recourses,"I am a women honest, faithful, very romantic,i like the rock, the nature.
i a women believer in God very sensitive woman i liked write,I like helping people, i have agood heart
I m sweet, detallist, calm.

But i a little crazzy ,i am polifacetic i love the music classic rock,the motorcycles chopper,some beer and wine ocasionally, However i love the nature sound, the birds,the sound sea,the frehs air,the rays of the sun, the calm of jazz and music clasic",from 48 to 57,don't want children,Straight,Christian,non-smoker,social drinker,Serious Relationship,Male
zerses02,male,29 y.o.,"Lima, Perú",single,zerses02,hispanic,estudiante,me considero una persona tranquila y rspetosa,from 19 to 86,no children,Straight,Other,non-smoker,never,"Romance, Serious Relationship, Marriage",Female
Maga2828,female,44 y.o.,"Tijuana, B.C., México",separated,Maga2828,hispanic,Ama de casa,-,from 42 to 86,no children,Straight,Christian,non-smoker,never,Serious Relationship,Male
willikatherin001,female,29 y.o.,"Caracas, Capital District, Venezuela",single,willikatherin001,white,administradora de empresa,-,from 38 to 55,1-2 living with me,Straight,Christian,non-smoker,occasional drinker,Marriage,Male
AndryRojas,male,36 y.o.,"Bogotá, Colombia",single,AndryRojas,hispanic,Desarrollador de Software,-,from 28 to 38,want children,Straight,Christian,social smoker,social drinker,"Friendship, Serious Relationship, Marriage",Female
