name,gender,age,location,status,username,ethnicity,occupation,description,match_age,children,orientation,religion,smoking,drinking,intent,target
Haroddeam,male,42 y.o.,"Caracas, Distrito Capital, Venezuela",separated,Haroddeam,black,Paramédico,-,from 19 to 86,1-2 living elsewhere,Straight,Other,non-smoker,occasional drinker,Friendship,Female
caridadc970,female,64 y.o.,"Santa Clara, Cuba",single,caridadc970,mixed,Jubilada lo,busco y quiero un hombre que comprenda mis razone y que me apoye que me brinde ayuda y compañía que sea comprometido con migo y desee una relación a largo plazo y me brinde seguridad y felicidad que sea amoroso y este seguro lo que quiere y desee buscame si cree que te mereces todo mi amor ????,from 60 to 70,more than 2 living elsewhere,Straight,Other,non-smoker,never,Marriage,Male
Mariomiranda,male,37 y.o.,"Los Ángeles, California, EE. UU.",single,Mariomiranda,hispanic,-,-,from 19 to 86,1-2 living elsewhere,Straight,Christian,non-smoker,never,Serious Relationship,Female
Larry1969,male,54 y.o.,"Ciudad Juárez, Chihuahua, Mexico",divorced,Larry1969,white,Cook,-,from 19 to 86,no children,Straight,Other,light smoker,never,Serious Relationship,Female
luis027,male,46 y.o.,"Bogotá, Colombia",divorced,luis027,hispanic,vigilante,"soy un hombre responsable, trabajador me gusta luchar por mis sueños y metas la mujer q quiera estar a mi lado también tiene q tener metas en la vida y luchar entre los dos para cumplirlas soy romántico apasionado pero sobreros muy sentimental",from 35 to 55,more than 2 living elsewhere,Straight,Other,non-smoker,social drinker,"Romance, Serious Relationship",Female
Rickar,male,48 y.o.,"Toronto, ON, Canada",divorced,Rickar,hispanic,Construccion,-,from 35 to 45,want children,Straight,Christian,non-smoker,never,Serious Relationship,Female
Andi1pp,male,32 y.o.,"Sangolquí, Ecuador",single,Andi1pp,mixed,-,-,from 19 to 86,no children,Straight,Other,non-smoker,occasional drinker,Serious Relationship,Female
Mau27,male,29 y.o.,"Peabody, MA, USA",single,Mau27,hispanic,-,-,from 19 to 86,no children,Straight,Other,non-smoker,social drinker,Fun,Female
Angel16569,male,48 y.o.,"Valencia, Carabobo, Venezuela",single,Angel16569,hispanic,-,-,from 30 to 45,no children,Straight,Christian,non-smoker,social drinker,Serious Relationship,Female
Rockhard,male,54 y.o.,"Chattanooga, TN, USA",single,Rockhard,white,Carpenter,-,from 19 to 86,1-2 living elsewhere,Straight,Christian,light smoker,never,"Fun, Friendship, Romance, Serious Relationship",Female
GERMANGONZALEZ7,male,33 y.o.,"Mexico City, CDMX, Mexico",single,GERMANGONZALEZ7,hispanic,INGENIERO,-,from 19 to 60,no children,Straight,Spiritual,non-smoker,occasional drinker,"Fun, Friendship, Romance",Female
Nelson99,male,28 y.o.,"Newark, NJ, USA",single,Nelson99,hispanic,-,-,from 19 to 86,want children,Straight,Christian,non-smoker,never,Serious Relationship,Female
Danet,female,44 y.o.,"La Habana, Cuba",divorced,Danet,mixed,Gastronomica,Soy una mujer independiente amante de la sinceridad del ser humano,from 19 to 86,no children,Straight,Other,non-smoker,occasional drinker,Serious Relationship,Male
Luisadryan1989,male,35 y.o.,"San Francisco del Rincón, Gto., México",separated,Luisadryan1989,hispanic,Abogado,-,from 19 to 45,1-2 living elsewhere,Straight,Spiritual,light smoker,social drinker,"Romance, Serious Relationship",Female
Arbain,male,36 y.o.,"Lima, Perú",single,Arbain,hispanic,-,-,from 19 to 86,1-2 living elsewhere,Straight,Christian,non-smoker,never,Friendship,Female
RODOLF,male,51 y.o.,"Bogotá, Colombia",separated,RODOLF,hispanic,COMERCIANTE,-,from 19 to 86,1-2 living with me,Straight,Christian,non-smoker,never,Friendship,Female
Jaay,male,44 y.o.,Singapore,single,Jaay,black,Engineer,-,from 19 to 86,want children,Straight,Christian,non-smoker,social drinker,"Fun, Friendship",Female
anee,female,25 y.o.,"Medellín, Antioquia, Colombia",single,anee,hispanic,-,-,from 21 to 28,no children,Straight,Christian,non-smoker,occasional drinker,"Friendship, Romance, Serious Relationship",Male
Vivy83,female,41 y.o.,"Barranquilla, Atlántico, Colombia",single,Vivy83,hispanic,Educación infantil,-,from 19 to 86,1-2 living with me,Straight,Christian,non-smoker,never,Serious Relationship,Male
MiguelAngel1951,male,72 y.o.,"Mexico City, CDMX, Mexico",married,MiguelAngel1951,white,Ingeniero retirado,Deseo contactar personas para posible viaje el próximo verano de 2023 a Estambul. Quiero establecer amistad con hombres o mujeres de esa ciudad que hablen español preferentemente (o inglés).,from 19 to 86,more than 2 living elsewhere,Straight,Spiritual,non-smoker,never,Friendship,Female
Susan2016,female,32 y.o.,"Alexandria, VA, USA",single,Susan2016,white,Medical Equipment,I love meeting people from all over the world,from 28 to 69,no children,Straight,Buddhist,non-smoker,occasional drinker,Friendship,Male
pablo51,male,53 y.o.,"San Juan de Los Morros, Guárico, Venezuela",separated,pablo51,mixed,economista,-,from 35 to 55,more than 2 living elsewhere,Straight,Christian,non-smoker,social drinker,Serious Relationship,Female
Xavier41,male,42 y.o.,"Quito, Ecuador",single,Xavier41,hispanic,-,-,from 25 to 45,want children,Straight,Christian,non-smoker,never,"Fun, Friendship, Romance, Serious Relationship",Female
Gilad76,male,48 y.o.,"Bnei Brak, Israel",single,Gilad76,white,IT,-,from 19 to 86,no children,Straight,Jewish,non-smoker,never,"Fun, Friendship, Romance, Serious Relationship, Marriage",Female
Macdual,male,42 y.o.,"Willemstad, Curazao",single,Macdual,hispanic,Tecnico en Sistemas de Seguridad y Computacion,"Venezolano, 7 Años viviendo en Curacao.",from 19 to 40,want children,Straight,Christian,social smoker,social drinker,"Serious Relationship, Marriage",Female
WalterSS22,male,35 y.o.,"Maracay, Aragua, Venezuela",single,WalterSS22,white,Estudio y trabajo,"Entreno muchísimo y me cuido bastante, solo hablo español",from 25 to 39,don't want children,Straight,Christian,non-smoker,social drinker,"Serious Relationship, Marriage",Female
Alioska,female,65 y.o.,"Maturín 6201, Monagas, Venezuela",divorced,Alioska,hispanic,-,Soy una mujer honesta y con principios amo la cosas buenas de la vida y adoro a los animales y la naturaleza y me dedicó al arte...,from 19 to 86,more than 2 living elsewhere,Straight,Christian,chain smoker,occasional drinker,Friendship,Male
Roberto09,male,38 y.o.,"Arequipa, Perú",separated,Roberto09,hispanic,Tecnico,-,from 19 to 50,1-2 living elsewhere,Straight,Other,non-smoker,occasional drinker,"Friendship, Romance, Serious Relationship, Marriage",Female
Rafsam,male,64 y.o.,"Tuxtla Gutiérrez, Chis., México",divorced,Rafsam,white,-,-,from 45 to 55,don't want children,Straight,Christian,non-smoker,never,Serious Relationship,Female
Emilia2701,female,49 y.o.,"Maracaibo, Zulia, Venezuela",separated,Emilia2701,hispanic,-,-,from 35 to 60,more than 2 living with me,Straight,Christian,social smoker,social drinker,"Friendship, Romance, Serious Relationship",Male
Scouselad,male,49 y.o.,"Liverpool, UK",single,Scouselad,white,Horticulture,-,from 19 to 45,no children,Straight,Other,light smoker,occasional drinker,"Fun, Friendship, Romance",Female
ShaneMea,male,39 y.o.,"Abingdon, VA, USA",single,ShaneMea,white,-,-,from 19 to 86,no children,Straight,Christian,non-smoker,never,Serious Relationship,Female
Yisus,male,37 y.o.,"Aguascalientes, Ags., México",single,Yisus,white,-,-,from 19 to 50,no children,Straight,Christian,non-smoker,occasional drinker,Friendship,Female
Gizmo,male,56 y.o.,"Hamilton, OH, USA",divorced,Gizmo,white,Retired,-,from 19 to 86,no children,Straight,Spiritual,non-smoker,social drinker,Serious Relationship,Female
Elsa26,female,54 y.o.,"Bogotá, Colombia",married,Elsa26,hispanic,Independiente,-,from 35 to 86,don't want children,Straight,Other,non-smoker,never,Friendship,Female
Tinkuraja,male,45 y.o.,"Lisbon, Portugal",separated,Tinkuraja,asian,-,-,from 19 to 86,no children,Straight,Hindu,non-smoker,never,"Friendship, Serious Relationship, Marriage",Female
Nat25,female,33 y.o.,"Bogotá, Bogota, Colombia",separated,Nat25,hispanic,Comercial,-,from 40 to 65,1-2 living with me,Straight,Christian,non-smoker,never,Friendship,Female
G10vas,male,46 y.o.,"Medellín, Antioquia, Colombia",single,G10vas,hispanic,Biomedico,-,from 30 to 45,1-2 living with me,Straight,Christian,non-smoker,social drinker,"Fun, Friendship, Romance, Serious Relationship, Marriage",Female
Alejandro14,male,31 y.o.,"29680 Estepona, Málaga, España",single,Alejandro14,white,-,-,from 19 to 47,no children,Straight,Christian,social smoker,social drinker,"Fun, Friendship, Romance",Female
Jite1986,male,38 y.o.,"Villanueva, Casanare, Colombia",single,Jite1986,white,Independiente,-,from 19 to 86,1-2 living with me,Straight,Other,non-smoker,social drinker,Serious Relationship,Female
Remzi,male,49 y.o.,"Spalding, UK",separated,Remzi,asian,Hgv driver,-,from 19 to 52,want children,Straight,Spiritual,light smoker,social drinker,Serious Relationship,Female
AndresCol,male,35 y.o.,Colombia,single,AndresCol,hispanic,-,-,from 19 to 86,no children,Straight,Spiritual,non-smoker,never,Serious Relationship,Female
Leosniel93,male,30 y.o.,"Anaheim, CA, USA",single,Leosniel93,hispanic,Chofer,-,from 22 to 40,1-2 living elsewhere,Straight,Christian,light smoker,social drinker,"Serious Relationship, Marriage",Female
Chele,male,42 y.o.,"San Pedro Sula, Honduras",single,Chele,white,-,-,from 30 to 60,more than 2 living elsewhere,Straight,Other,non-smoker,never,Fun,Female
Lawson1981,male,43 y.o.,"Memphis, TN, USA",divorced,Lawson1981,white,-,-,from 19 to 55,1-2 living elsewhere,Straight,Other,light smoker,social drinker,"Fun, Friendship, Romance",Female
ManGO55,male,60 y.o.,"Rome, Metropolitan City of Rome, Italy",separated,ManGO55,hispanic,-,-,from 19 to 86,1-2 living elsewhere,Straight,Christian,social smoker,occasional drinker,"Fun, Friendship, Romance",Female
Yosn,male,32 y.o.,"Athens, Greece",single,Yosn,hispanic,Call centers,-,from 20 to 50,want children,Homosexual,Christian,social smoker,social drinker,"Serious Relationship, Marriage",Male
Pinolero,male,48 y.o.,"Managua, Nicaragua",single,Pinolero,hispanic,Carpintero,Bilingue Ingles y español Perfecto!,from 19 to 30,no children,Straight,Other,non-smoker,social drinker,"Fun, Friendship, Romance, Serious Relationship, Marriage",Female
Mankeny,male,42 y.o.,"Tapachula de Córdova y Ordoñez, Chis., México",single,Mankeny,white,Tecnico,-,from 19 to 35,1-2 living with me,Straight,Christian,non-smoker,never,Friendship,Female
HeberAlcides1974,male,50 y.o.,"Barquisimeto 3001, Lara, Venezuela",divorced,HeberAlcides1974,hispanic,Abogado,"estatura 1.81m, 110Kg, expolicia, me encanta cocinar, bailar y hacer reir a los demás",from 36 to 40,more than 2 living elsewhere,Straight,Christian,non-smoker,occasional drinker,Serious Relationship,Female
T3yrone,male,27 y.o.,"Memphis, TN, USA",single,T3yrone,black,-,-,from 25 to 34,no children,Straight,Christian,non-smoker,never,Serious Relationship,Female
Franciss,male,50 y.o.,"Sevilla, España",single,Franciss,white,-,-,from 19 to 48,1-2 living elsewhere,Straight,Christian,non-smoker,social drinker,"Fun, Friendship, Romance, Serious Relationship, Marriage",Female
Linesoflife,male,43 y.o.,"Greensboro, NC, USA",single,Linesoflife,white,-,-,from 45 to 55,1-2 living elsewhere,Straight,Buddhist,light smoker,never,"Fun, Friendship, Romance, Serious Relationship",Female
Leomonal,male,32 y.o.,"Villavicencio, Meta, Colombia",single,Leomonal,hispanic,-,Creativo respetuoso responsable solo busco honestidad,from 19 to 45,no children,Straight,Other,non-smoker,occasional drinker,"Romance, Serious Relationship",Female
Gonzalo100,male,42 y.o.,"Antofagasta, Chile",single,Gonzalo100,hispanic,Independiente,"Me concidero un hombre sincero fiel respetuoso y
Trabajador 
Busco una relación estable y muy muy larga si es posible para toda la vida.",from 40 to 86,1-2 living elsewhere,Straight,Other,non-smoker,never,"Serious Relationship, Marriage",Female
Abdelmonaim,male,29 y.o.,"İstanbul, Turkey",single,Abdelmonaim,middle eastern,Soldador,-,from 25 to 35,no children,Homosexual,Muslim,light smoker,occasional drinker,Fun,Female
Dobro,male,60 y.o.,"Hillsboro, IL, USA",divorced,Dobro,white,Painter/Truck Driver,-,from 35 to 60,1-2 living elsewhere,Straight,Spiritual,social smoker,social drinker,"Friendship, Romance, Serious Relationship",Female
Angel23,male,27 y.o.,"North Richland Hills, Texas, EE. UU.",single,Angel23,hispanic,-,-,from 19 to 47,1-2 living elsewhere,Straight,Other,non-smoker,never,Friendship,Female
Benja25,male,24 y.o.,"San Pedro de Atacama, Antofagasta, Chile",single,Benja25,hispanic,-,"Alegre cariñoso amable agradable , simpático , amoroso amante con el arte de comedia musical y música y concierto ,de la gastronomía",from 19 to 86,no children,Homosexual,Christian,non-smoker,never,"Fun, Friendship, Romance, Serious Relationship, Marriage",Male
Scottyboy,male,38 y.o.,"Mesquite, TX, USA",single,Scottyboy,white,Supervisor,-,from 19 to 86,no children,Straight,Christian,social smoker,occasional drinker,"Fun, Friendship, Romance",Female
Edyccdly,male,39 y.o.,"Gqeberha, South Africa",single,Edyccdly,black,-,-,from 35 to 45,no children,Straight,Christian,non-smoker,occasional drinker,Serious Relationship,Female
Olga1977,female,47 y.o.,"Tashkent, Uzbekistan",single,Olga1977,white,-,-,from 19 to 86,no children,Straight,Christian,light smoker,never,Serious Relationship,Male
Mabi,female,45 y.o.,"Bradenton, Florida, EE. UU.",single,Mabi,hispanic,-,"Soy, divertida, extrovertida, familiar, romántica…",from 40 to 65,1-2 living with me,Straight,Christian,non-smoker,never,"Serious Relationship, Marriage",Male
LilitaDs,female,45 y.o.,"Zaragoza, Spain",single,LilitaDs,hispanic,Hosteleria,-,from 43 to 55,1-2 living with me,Straight,Spiritual,non-smoker,never,Serious Relationship,Male
Luissose,male,46 y.o.,"Caracas, Distrito Capital, Venezuela",separated,Luissose,black,Comerciante,Muy dedicado cariñoso y respetuoso,from 19 to 86,1-2 living elsewhere,Straight,Christian,non-smoker,social drinker,Serious Relationship,Female
RodrigoRV,male,52 y.o.,"Cali, Valle del Cauca, Colombia",separated,RodrigoRV,hispanic,Ingeniero de Sistemas,-,from 35 to 45,1-2 living with me,Straight,Atheist,non-smoker,social drinker,"Friendship, Romance, Serious Relationship, Marriage",Female
jairoker,male,45 y.o.,"Dallas, TX, USA",single,jairoker,hispanic,-,-,from 19 to 86,no children,Straight,Christian,social smoker,social drinker,"Fun, Friendship, Romance",Female
Solorzano1991,male,33 y.o.,"New York, NY, USA",divorced,Solorzano1991,hispanic,Construcción de barcos,-,from 24 to 45,1-2 living elsewhere,Straight,Christian,social smoker,occasional drinker,Friendship,Female
tonybarahona,male,44 y.o.,"Mérida, Yuc., México",single,tonybarahona,hispanic,ingeniero,-,from 19 to 49,1-2 living elsewhere,Straight,Other,non-smoker,occasional drinker,"Friendship, Romance, Serious Relationship",Female
Camelia,female,44 y.o.,"Paris, France",divorced,Camelia,hispanic,cosmeticiene,-,from 19 to 86,no children,Straight,Christian,non-smoker,occasional drinker,Serious Relationship,Male
Mauro21094,male,29 y.o.,"Santa Cruz de la Sierra, Bolivia",single,Mauro21094,hispanic,Trabajo en atención al cliente,-,from 19 to 50,no children,Bisexual,Spiritual,social smoker,occasional drinker,"Friendship, Serious Relationship",Male
Agenh,male,26 y.o.,"Barcelona, Spain",single,Agenh,white,-,-,from 19 to 86,no children,Straight,Atheist,non-smoker,never,"Serious Relationship, Marriage",Female
Santiago1984,male,40 y.o.,"Córdoba, Ver., México",single,Santiago1984,hispanic,-,-,from 28 to 45,no children,Straight,Other,non-smoker,never,Romance,Female
Lin0982,male,63 y.o.,"Richmond, MO 64085, USA",widowed,Lin0982,white,City Driver,Looking for my best friend. And someone to share my life with.,from 38 to 62,1-2 living elsewhere,Straight,Christian,light smoker,occasional drinker,"Friendship, Romance, Serious Relationship, Marriage",Female
